-0.1046,0.6196,-0.525,-0.2172,0.394,-0.2637,-0.2693,-0.5264,-0.52,-0.3918,-0.155,-1.272,-1.006,0.7095,-1.443,-1.8,1.027,-1.019,0.3926,0.8433,
0.04364,0.637,-0.6006,-0.5005,-0.0657,-0.11633,-0.3745,-0.3303,-0.11017,-0.03067,0.1741,-1.531,-0.492,-0.2184,-0.458,0.06366,0.2576,-0.4797,0.488,0.4783,
0.0675,0.1573,-0.271,-0.4368,-0.679,-0.05347,-0.6465,-0.01484,0.5874,0.2727,0.3972,-1.132,-0.3167,-0.2227,0.2612,0.4858,-0.369,0.2598,0.1879,0.0805,
-0.02902,-0.4639,0.3389,-0.4644,-1.515,-0.1595,-0.3674,0.381,-0.1802,0.413,0.2203,-0.206,-0.3757,-0.2312,0.4229,-0.0809,-0.598,0.54,0.1864,-0.4492,
-0.1758,-1.032,1.006,-0.77,-1.763,-0.1257,-0.2335,0.7393,-0.6523,0.1356,-0.1519,0.443,-0.08777,0.7476,0.1476,-2.195,-0.57,0.7036,-0.1525,-0.7886,
-0.0899,-0.974,1.487,-0.4297,-1.214,-0.0899,-0.3826,0.686,-0.6494,-1.199,-0.3115,0.4937,-0.3364,1.83,-0.049,-3.746,-0.3376,0.2546,-0.11237,-0.7354,
0.1265,0.3284,-0.1487,0.2507,-0.1486,-0.0498,-0.4336,-0.1879,0.1921,-1.098,-0.4282,-0.7607,-0.612,1.642,-1.393,-1.524,1.219,-0.848,0.1438,0.10284,
0.2284,0.7124,-0.526,0.3242,0.442,0.0941,-0.422,-0.3625,-0.008446,-1.136,-0.3843,-1.436,-0.7324,0.87,-0.678,-2.076,1.214,-1.379,0.297,0.4153,
0.1932,0.2084,-0.608,-0.07465,0.2861,-0.007793,-0.3203,-0.3394,0.3804,-0.583,-0.3606,-1.207,-0.3657,-0.1,0.2246,0.204,0.4148,-0.9326,0.709,0.1844,
0.4058,-0.459,-0.1964,-0.2527,-0.05927,-0.1298,-0.2517,-0.2593,1.102,-0.1871,-0.2498,-0.479,-0.06235,0.001398,0.4507,0.662,-0.25,-0.12146,0.3462,-0.067,
0.3677,-1.197,0.4817,-0.4365,-0.765,-0.1581,-0.3054,-0.0694,0.389,0.2715,-0.3655,0.2242,0.1357,-0.04474,0.1906,0.1633,-0.6445,0.243,0.461,-0.363,
0.3196,-1.47,1.206,-0.4863,-1.467,-0.2986,-0.2837,0.2588,-0.1487,0.4565,-0.3262,0.7173,0.3442,0.7188,-0.685,-2.426,-0.5537,0.531,0.1606,-0.7764,
0.2338,-0.7217,1.059,-0.2228,-1.168,-0.3047,-0.293,0.1891,-0.0692,-0.005814,-0.3345,0.3818,0.02953,1.594,-1.447,-2.062,-0.1025,0.1923,0.01604,-0.587,
0.03802,0.4153,-0.3467,0.5737,-0.6333,0.7446,-0.3896,-0.307,-0.4983,-1.594,-0.533,-0.9307,-0.7856,1.963,-0.1072,-4.53,1.474,-1.075,0.0402,-0.104,
-0.0733,0.3938,-0.5513,0.7935,0.2292,0.761,-0.2207,-0.668,-0.63,-1.489,-0.41,-1.119,-0.8037,0.943,0.1344,-2.154,0.9355,-0.9146,-0.02592,0.01523,
0.0678,-0.1707,-0.687,0.4324,0.522,0.2666,0.2847,-0.4573,-0.1339,-1.156,-0.448,-0.403,-0.468,-0.2717,0.4019,0.0002687,0.2573,-0.5703,0.301,-0.388,
0.166,-1.131,-0.3557,-0.0353,0.378,-0.2177,0.4683,-0.2927,0.573,-0.5674,-0.5767,0.1823,0.04706,-0.2593,0.2905,0.602,-0.284,-0.898,0.313,-0.371,
0.1836,-1.374,0.2903,-0.4387,-0.1345,-0.3987,0.3384,-0.436,-0.136,0.04492,-0.4272,0.6445,0.432,-0.2788,-0.5444,0.1364,-0.5596,-0.4487,0.489,-0.5454,
-0.0781,-1.209,1.031,-0.6226,-0.6323,-0.5464,0.0476,-0.251,-0.61,0.4634,-0.326,0.6304,0.7524,0.6875,-1.653,-1.737,-0.5093,0.07416,0.2637,-0.9116,
0.1349,-0.478,1.484,-0.4756,-0.808,-0.326,-0.2832,-0.326,-0.569,0.5747,-0.3396,0.07117,0.531,1.741,-2.629,-3.787,-0.2603,0.03433,0.3005,-0.7773,
-0.913,0.00938,-0.0663,0.8574,-0.8037,1.416,-0.3828,-0.755,-0.635,-1.357,-0.689,-0.5767,-0.6694,2.082,0.3306,-3.842,0.891,-0.3918,-0.4226,-0.382,
-1.177,-1.985e-05,-0.3809,1.06,-0.007072,1.177,0.056,-1.005,-0.6562,-1.547,-0.2683,-0.3577,-0.5513,0.7725,0.4246,-1.348,0.3997,-0.247,-1.172,-0.4038,
-1.81,-0.811,-0.471,0.829,0.3235,0.615,0.7925,-0.7085,-0.5303,-1.515,-0.4202,0.1552,-0.1897,-0.3518,0.303,-0.2001,-0.0758,-0.975,-0.921,-0.7554,
-2.281,-1.36,-0.3074,0.3845,0.571,-0.2644,1.241,-0.3904,0.1531,-1.012,-0.526,0.584,0.2369,-0.4495,-0.505,0.2013,-0.1847,-1.196,-0.818,-0.714,
-1.688,-1.242,0.1127,-0.1151,0.447,-0.659,0.901,-0.685,-0.4397,-0.307,-0.3982,0.539,0.7314,-0.3652,-1.428,-0.1577,-0.1898,-1.024,-0.5073,-1.004,
-0.996,-0.775,0.6353,-0.4072,0.1323,-0.722,0.392,-0.6143,-0.4797,0.3557,-0.16,0.3396,1.032,0.6797,-1.996,-1.091,-0.2573,-0.384,-0.691,-1.014,
-0.931,-0.3477,1.137,-0.502,-0.1028,-0.4773,0.02922,-0.513,-0.4956,0.5557,-0.5996,-0.411,0.8965,1.929,-2.44,-1.632,-0.0338,-0.563,-0.0994,-0.854,
-1.188,-0.002497,-0.1381,0.5977,-0.5444,1.225,-0.216,-0.7466,-0.6704,-1.026,-0.3538,-0.2014,-0.4773,1.423,0.2703,-1.45,0.3362,-0.2446,-2.191,-0.3381,
-1.74,-0.3003,-0.5923,1.028,-0.846,1.294,0.599,-0.9414,-0.8604,-1.102,0.0005655,-0.1472,-0.446,-0.0877,0.557,-0.992,0.0522,-0.4185,-3.268,-0.6484,
-3.102,-0.868,-0.4478,0.736,-0.64,0.52,1.25,-0.4048,-0.541,-1.259,-0.11847,0.2688,-0.1329,-0.7783,0.1663,-0.3433,-0.194,-1.17,-3.072,-0.8022,
-2.158,-0.8726,-0.2854,0.2893,0.11676,-0.3591,1.044,-0.343,-0.02962,-0.7695,-0.0824,0.2179,0.068,-0.4526,-0.938,0.1847,-0.1555,-0.7607,-2.6,-0.5723,
-3.117,-1.035,-0.0781,-0.1853,0.589,-0.6484,1.33,-0.661,-0.46,-0.2532,-0.0587,-0.3247,0.644,-0.7773,-2.047,-0.258,-0.2363,-1.177,-2.172,-0.8545,
-1.687,-0.741,0.286,-0.5693,0.354,-0.669,0.6904,-0.6157,-0.615,0.4543,0.0786,-0.69,1.049,-0.08716,-1.73,-0.9185,-0.4214,-0.9814,-2.137,-1.027,
-1.201,-0.3445,0.4636,-0.4792,0.1642,-0.576,0.1523,-0.5713,-0.4958,0.4097,-0.2003,-0.4753,0.6475,1.27,-1.802,-1.156,-0.0942,-0.323,-1.336,-0.76,
